"Extraversion, Psychological",D005120,F01.752.747.246; F02.739.794.253
Extremities,D005121,A01.378
Exudates and Transudates,D005122,A12.383
Eye,D005123,A01.456.505.420; A09.371
Eye Abnormalities,D005124,C11.250; C16.131.384
Eye Banks,D005125,N02.278.065.900.400
Eye Burns,D005126,C10.900.300.284.250.250; C26.200.503; C26.915.300.425.250.250
Eye Color,D005127,G14.340; G16.690.360
Eye Diseases,D005128,C11
Eye Foreign Bodies,D005129,C10.900.300.284.250.260; C26.392.421; C26.915.300.425.250.260
Eye Hemorrhage,D005130,C11.290; C23.550.414.756; C23.888.307.500
Eye Injuries,D005131,C10.900.300.284.250; C11.297; C26.915.300.425.250
Eye Manifestations,D005132,C11.300; C23.888.307
Eye Movements,D005133,G11.427.410.140; G14.350
Eye Neoplasms,D005134,C04.588.364; C11.319
Eye Protective Devices,D005135,E07.700.560.500; J01.637.708.560.500
Eye Proteins,D005136,D12.776.306
"Eye, Artificial",D005137,E07.695.225
Eyebrows,D005138,A01.456.505.420.338; A17.360.296
Eyeglasses,D005139,E07.632.500.300
Eyelashes,D005140,A01.456.505.420.504.421; A09.371.337.338; A17.360.421
Eyelid Diseases,D005141,C11.338
Eyelid Neoplasms,D005142,C04.588.443.392.500; C11.319.421; C11.338.526
Eyelids,D005143,A01.456.505.420.504; A09.371.337
F Factor,D005144,G05.360.600.300
Face,D005145,A01.456.505
Facial Asymmetry,D005146,C23.300.505
Facial Bones,D005147,A02.835.232.781.324
Facial Dermatoses,D005148,C17.800.271
Facial Expression,D005149,E01.370.600.225; F01.145.209.530.385
Facial Hemiatrophy,D005150,C07.465.284; C07.465.299.375; C10.292.319.375
Facial Injuries,D005151,C10.900.300.284; C26.915.300.425
Facial Muscles,D005152,A02.633.567.400; A14.363
Facial Neoplasms,D005153,C04.588.443.392
Facial Nerve,D005154,A08.800.050.050.275; A08.800.050.600.149; A08.800.800.060.275; A08.800.800.120.250
Facial Nerve Diseases,D005155,C07.465.299; C10.292.319
Facial Neuralgia,D005156,C07.465.299.625; C10.292.319.625
Facial Pain,D005157,C23.888.592.612.330; F02.830.816.444.437; G11.561.790.444.468
Facial Paralysis,D005158,C07.465.327; C10.597.622.214; C23.888.592.636.214
Health Care Facilities Workforce and Services,D005159,N02
Facility Design and Construction,D005160,J01.086.339; N02.278.200
Facility Regulation and Control,D005161,N03.706.280; N05.700.300
Factitious Disorders,D005162,F03.875.375
"Factor Analysis, Statistical",D005163,E05.318.740.400; N05.715.360.750.350; N06.850.520.830.400
Factor IX,D005164,D08.622.355; D12.776.124.125.375; D12.776.811.243.355; D23.119.375
Factor V,D005165,D12.776.124.125.300; D12.776.811.272; D23.119.300
Factor V Deficiency,D005166,C15.378.100.100.300; C15.378.100.141.300; C15.378.463.300; C16.320.099.300
Factor VII,D005167,D08.622.432; D12.776.124.125.325; D12.776.811.243.432; D23.119.325
Factor VII Deficiency,D005168,C15.378.100.100.310; C15.378.100.141.310; C15.378.463.310; C16.320.099.310
Factor VIII,D005169,D12.776.124.125.350; D12.776.811.286; D23.119.350
Factor X,D005170,D08.622.471; D12.776.124.125.400; D12.776.811.243.471; D23.119.400
Factor X Deficiency,D005171,C15.378.100.100.320; C15.378.100.141.320; C15.378.463.320; C16.320.099.320
Factor XI,D005172,D08.622.490; D12.776.124.125.425; D12.776.811.243.490; D23.119.425
Factor XI Deficiency,D005173,C15.378.100.100.325; C15.378.100.141.325; C15.378.463.325; C16.320.099.325
Factor XII,D005174,D08.622.500; D12.776.124.125.450; D12.776.811.243.500; D23.119.450
Factor XII Deficiency,D005175,C15.378.100.100.330; C15.378.100.141.330; C15.378.463.330; C16.320.099.330
Factor XIII,D005176,D08.622.505; D12.776.124.125.475; D12.776.811.243.505; D23.119.475
Factor XIII Deficiency,D005177,C15.378.100.100.335; C15.378.100.141.335; C15.378.463.335; C16.320.099.335
Faculty,D005178,M01.526.702.250
"Faculty, Dental",D005179,M01.526.485.360; M01.526.702.250.273; N02.360.360
"Faculty, Medical",D005180,M01.526.485.375; M01.526.702.250.373; N02.360.375
"Faculty, Nursing",D005181,M01.526.485.390; M01.526.702.250.473; N02.360.390
Flavin-Adenine Dinucleotide,D005182,D03.633.100.733.315.650.249; D03.633.100.759.646.138.506; D03.633.300.507.650.249; D08.211.474.650.249; D13.695.667.138.506; D13.695.827.068.506; D23.767.405.650.249
Failure to Thrive,D005183,C23.888.338
Fallopian Tube Diseases,D005184,C12.050.351.500.056.390; C12.100.250.056.390
Fallopian Tube Neoplasms,D005185,C04.588.945.418.365; C12.050.351.500.056.390.390; C12.050.351.937.418.365; C12.100.250.056.390.390; C12.900.418.365
Fallopian Tube Patency Tests,D005186,E01.370.378.225; E02.875.390; E05.820.390
Fallopian Tubes,D005187,A05.360.319.114.373; A13.706.500
False Negative Reactions,D005188,E01.354.340
False Positive Reactions,D005189,E01.354.506
Family,D005190,F01.829.263; I01.880.853.150
Family Characteristics,D005191,F01.829.263.315; I01.240.361; I01.880.853.150.423; N01.224.361; N01.824.308; N06.850.505.400.400
Family Health,D005192,N01.400.300
Family Planning Services,D005193,N02.421.143.401; N02.421.800.249
Family Practice,D005194,H02.403.340.500
Family Relations,D005195,F01.829.263.370; I01.880.853.150.439
Family Therapy,D005196,F04.754.864.581.273
Famous Persons,D005197,K01.517.211.506; M01.228
Fanconi Syndrome,D005198,C12.050.351.968.419.815.450; C12.200.777.419.815.450; C12.950.419.815.450; C16.320.831.450
Fanconi Anemia,D005199,C15.378.050.085.080.280; C15.378.190.223.500.500.280; C16.320.077.280; C18.452.284.280
FANFT,D005200,D02.640.600.290; D02.886.675.250; D03.383.129.708.250; D03.383.312.649.290
Fantasy,D005201,F01.393.351; F02.463.188.634.507
"Asia, Eastern",D005202,Z01.252.474
Farmer's Lung,D005203,C08.381.483.125.365; C08.674.055.365; C20.543.480.680.075.365; C24.080.365
Farnesol,D005204,D02.033.415.400; D02.455.849.765.424; D10.289.400
Fascia,D005205,A02.340; A10.165.425
Fascia Lata,D005206,A02.340.424; A10.165.425.500
Fasciculation,D005207,C10.597.613.250; C23.888.592.608.250
Fasciitis,D005208,C05.321
Fasciola,D005209,B01.050.500.500.736.715.408.380
Fasciola hepatica,D005210,B01.050.500.500.736.715.408.380.420
Fascioliasis,D005211,C01.610.335.865.354; C01.610.518.424; C06.552.664.424
Fasciolidae,D005212,B01.050.500.500.736.715.408
Fascioloidiasis,D005213,C01.610.335.349.444; C01.610.335.865.399; C01.610.701.377.444; C22.674.377.444
Fast Neutrons,D005214,G01.249.660.250.368
Fasting,D005215,F01.145.407.400; G07.203.650.240.587; G07.203.650.353.400
Fat Body,D005216,A13.365
"Fat Emulsions, Intravenous",D005217,D26.255.165.260.270; D26.776.708.733.500; D27.505.954.578.733.500; D27.720.752.733.500
Fat Necrosis,D005218,C23.550.717.365
Father-Child Relations,D005219,F01.829.263.370.290.110
Fathers,D005220,F01.829.263.875.100; I01.880.853.150.688.210; M01.620.390
Fatigue,D005221,C23.888.369
Mental Fatigue,D005222,C23.888.369.500; F01.145.126.937
Fats,D005223,D10.212
"Fats, Unsaturated",D005224,D10.212.507
Fatty Acids,D005227,D10.251
"Fatty Acids, Essential",D005228,D10.251.355.310
"Fatty Acids, Monounsaturated",D005229,D10.251.355.325
"Fatty Acids, Nonesterified",D005230,D10.251.310
"Fatty Acids, Unsaturated",D005231,D10.251.355
"Fatty Acids, Volatile",D005232,D10.251.400
Fatty Alcohols,D005233,D02.033.415; D10.289
Fatty Liver,D005234,C06.552.241
"Fatty Liver, Alcoholic",D005235,C06.552.241.390; C06.552.645.390; C25.775.100.087.645.390
Favism,D005236,C15.378.050.141.150.480.370; C15.378.050.141.370; C16.320.070.480.370; C25.723.415.341; C25.723.756.375
Fear,D005239,F01.470.361
Feasibility Studies,D005240,E05.318.372.550; E05.337.675; N05.715.360.330.550; N06.850.520.450.550
Feathers,D005241,A13.370
Fecal Incontinence,D005242,C06.405.469.860.300
Feces,D005243,A12.459
Fecal Impaction,D005244,C06.405.469.531.424
Fee Schedules,D005245,N04.452.313
Feedback,D005246,L01.906.394.211
Feeding Behavior,D005247,F01.145.113.547; F01.145.407; G07.203.650.353
Feeding Methods,D005248,E02.421
Fees and Charges,D005249,N03.219.442
"Fees, Dental",D005250,N03.219.224.426; N03.219.442.301
"Fees, Medical",D005251,N03.219.300.426; N03.219.442.426
"Fees, Pharmaceutical",D005252,N03.219.442.551
"Sarcoma Viruses, Feline",D005253,B04.265.590; B04.613.807.375.800; B04.820.650.375.800
Feline Panleukopenia,D005254,C01.925.256.700.363; C22.180.460
"Leukemia Virus, Feline",D005256,B04.613.807.375.500; B04.820.650.375.500
Fellowships and Scholarships,D005257,N03.219.483.838.276
Felty Syndrome,D005258,C05.550.114.154.389; C05.799.114.389; C17.300.775.099.389; C20.111.199.389
Felypressin,D005259,D06.472.699.631.692.781.400.350; D12.644.400.900.400.350; D12.644.456.925.480.500; D12.644.548.691.692.781.400.350; D12.776.631.650.937.400.350
Female,D005260,D06.472.699.631.692.781.400.350; D12.644.400.900.400.350; D12.644.456.925.480.500; D12.644.548.691.692.781.400.350; D12.776.631.650.937.400.350
Female Urogenital Diseases and Pregnancy Complications,D005261,C12.050
Feminization,D005262,C23.888.378
Femoral Artery,D005263,A07.015.114.351
Femoral Fractures,D005264,C26.404.061; C26.558.276
Femoral Neck Fractures,D005265,C26.404.061.425.500; C26.531.750.500; C26.558.276.425.500
Femoral Neoplasms,D005266,C04.588.149.276; C05.116.231.343
Femoral Nerve,D005267,A08.800.800.720.450.250
Femoral Vein,D005268,A07.015.908.314
Femur,D005269,A02.835.232.043.150
Femur Head,D005270,A02.835.232.043.150.343
Femur Head Necrosis,D005271,C05.116.852.175; C23.550.717.732.368
Femur Neck,D005272,A02.835.232.043.150.510
Fenbendazole,D005273,D02.241.081.251.320; D03.633.100.103.450
Fendiline,D005275,D02.092.471.683.450
"Fenestration, Labyrinth",D005276,E04.580.450.277
Fenfluramine,D005277,D02.092.471.683.467
Fenitrothion,D005278,D02.705.400.625.300; D02.705.539.345.300; D02.886.300.692.300
Fenoprofen,D005279,D02.241.223.701.350
Fenoterol,D005280,D02.033.100.291.465.300; D02.092.063.291.465.300; D02.092.311.660.300; D02.455.426.559.389.657.166.175.660.300
Fentanyl,D005283,D03.383.621.265
Fenthion,D005284,D02.705.400.625.320; D02.705.539.345.320; D02.886.300.692.320
Fermentation,D005285,G02.111.158.249; G03.191.249
Fermium,D005286,D01.268.271.100.275; D01.268.556.266; D01.496.749.305.100.275; D01.552.020.394; D01.552.544.266
Ferredoxin-NADP Reductase,D005287,D08.811.682.667.076
Ferredoxins,D005288,D12.776.097.350; D12.776.157.427.374.375.275; D12.776.556.579.374.375.275; D12.776.765.319
Ferrets,D005289,B01.050.150.900.649.313.750.250.575.350
Ferric Compounds,D005290,D01.490.100
Ferrichrome,D005291,D02.092.570.394.380; D02.241.511.372.380; D04.345.566.380; D12.644.641.380
Ferricyanides,D005292,D01.248.497.158.291.350; D01.490.100.300; D01.625.400.100.325
Ferritins,D005293,D12.776.157.427.249; D12.776.556.579.249
Ferrochelatase,D005294,D08.811.520.500; D12.776.157.427.374.375.957; D12.776.556.579.374.375.617; D12.776.575.562
Ferrocyanides,D005295,D01.248.497.158.291.370; D01.490.200.250; D01.625.400.100.350
Ferrous Compounds,D005296,D01.490.200
Ferrozine,D005297,D02.455.426.559.389.097.280; D02.886.645.600.080.050.100.325; D03.383.931.320
Fertility,D005298,G08.686.210
Fertility Agents,D005299,D27.505.696.875.552; D27.505.954.705.552
"Fertility Agents, Female",D005300,D27.505.696.875.552.344; D27.505.954.705.552.344
"Fertility Agents, Male",D005303,D27.505.696.875.552.510; D27.505.954.705.552.510
Fertilization,D005306,G08.686.784.277
Fertilization in Vitro,D005307,E02.875.800.750; E05.820.800.750
Fertilizers,D005308,D27.720.031.400
Ferula,D005309,B01.875.800.575.912.250.075.300
Fetal Hypoxia,D005311,C12.050.703.277.390; C16.300.420; C23.888.852.079.594
Fetal Blood,D005312,A12.207.152.200; A15.145.300; A16.378.200
Fetal Death,D005313,C12.050.703.223; C23.550.260.585
Embryonic and Fetal Development,D005314,G07.345.500.325; G08.686.784.170
Fetal Diseases,D005315,C12.050.703.277; C16.300
Fetal Distress,D005316,C23.888.380
Fetal Growth Retardation,D005317,C12.050.703.277.370; C16.300.390; C23.550.393.450
Fetal Heart,D005318,A07.541.278; A16.378.303
Fetal Hemoglobin,D005319,D12.776.124.400.303; D12.776.422.316.762.320
Fetal Macrosomia,D005320,C12.050.703.170.500; C12.050.703.277.570; C12.050.703.726.570; C16.300.570; C19.246.099.968; C23.888.144.186.500
Extraembryonic Membranes,D005321,A10.615.284; A16.254.750
Premature Rupture of Fetal Membranes,D005322,C12.050.703.420.339
Fetal Monitoring,D005323,E01.370.378.230; E01.370.520.230
Fetal Movement,D005324,G07.345.500.325.235.374; G08.686.784.170.157.374
Fetal Organ Maturity,D005325,G07.345.500.325.235.750; G07.345.500.325.377.249; G08.686.784.170.157.750
Fetal Proteins,D005326,D12.776.320
Fetal Resorption,D005327,C12.050.703.223.300; C23.550.260.585.260
Fetal Viability,D005328,G07.280; G07.345.500.325.235.875; G08.686.220
"Fetishism, Psychiatric",D005329,F03.657.350
Fetofetal Transfusion,D005330,C15.378.050.363.344; C16.614.053.344
Fetomaternal Transfusion,D005331,C15.378.050.363.511; C16.614.053.511
Fetoscopy,D005332,E01.370.378.630.300; E01.370.388.250.280; E02.467.750; E04.502.250.280; E04.520.280
Fetus,D005333,A16.378
Fever,D005334,C23.888.119.344
Fever of Unknown Origin,D005335,C23.888.119.344.345
Fiber Optic Technology,D005336,H01.671.617.249
Fibrin,D005337,D12.776.124.270
Fibrin Fibrinogen Degradation Products,D005338,D12.776.124.270.300; D12.776.811.300.290
Fibrin Foam,D005339,D12.776.124.270.302
Fibrinogen,D005340,D12.776.124.050.250; D12.776.124.125.500; D12.776.811.300; D23.119.490
Fibrinolysin,D005341,D08.811.277.656.300.760.330; D08.811.277.656.959.350.330
Fibrinolysis,D005342,G09.188.390.150.390
Fibrinolytic Agents,D005343,D27.505.519.421.750; D27.505.954.411.320; D27.505.954.502.427
Fibrinopeptide A,D005344,D12.644.200; D12.776.124.125.515; D12.776.124.270.310; D12.776.811.300.310; D23.101.340; D23.119.500
Fibrinopeptide B,D005345,D12.644.205; D12.776.124.125.530; D12.776.124.270.320; D12.776.811.300.320; D23.119.510
Fibroblast Growth Factors,D005346,D12.644.276.624; D12.776.467.624; D23.529.624
Fibroblasts,D005347,A11.329.228
Fibrocystic Breast Disease,D005348,C17.800.090.750
Fibroins,D005349,D05.750.078.875.500; D12.776.093.750.500
Fibroma,D005350,C04.557.450.565.590.340
"Fibromatosis, Gingival",D005351,C07.465.525.304; C07.465.714.258.428.200; C07.650.525.304; C16.131.850.525.304
Fibromuscular Dysplasia,D005352,C14.907.137.372
Fibronectins,D005353,D09.400.430.890.350; D12.776.377.715.390; D12.776.395.550.350; D12.776.543.550.350; D12.776.860.300.450
Fibrosarcoma,D005354,C04.557.450.565.590.350; C04.557.450.795.350
Fibrosis,D005355,C23.550.355
Fibromyalgia,D005356,C05.651.324; C05.799.321; C10.668.491.425
Fibrous Dysplasia of Bone,D005357,C05.116.099.708.375
"Fibrous Dysplasia, Monostotic",D005358,C05.116.099.708.375.372
"Fibrous Dysplasia, Polyostotic",D005359,C05.116.099.708.375.381
Fibula,D005360,A02.835.232.043.650.321
Ficain,D005361,D08.811.277.656.262.500.350; D08.811.277.656.300.200.350
Ficoll,D005362,D09.698.330
Ficusin,D005363,D03.383.663.283.446.794.200; D03.633.100.150.446.794.200; D03.633.300.770.200
Field Dependence-Independence,D005364,F02.463.593.343
FIGLU Test,D005365,E01.370.225.625.300; E05.200.625.300
Figural Aftereffect,D005366,F02.463.593.932.401; G14.360
Fiji,D005367,Z01.639.760.590.373; Z01.678.101.590.373
Filariasis,D005368,C01.610.335.508.700.750.361
Filaricides,D005369,D27.505.954.122.250.075.080.275
Filarioidea,D005370,B01.050.500.500.294.400.937.463
Filing,D005371,L01.462.750.245.390
Filipin,D005372,D02.455.326.271.665.325; D02.540.576.500.996
Film Dosimetry,D005373,E05.799.638.420; N06.850.810.370.310
Filtration,D005374,E05.196.454; G01.280; G02.263
Financial Audit,D005375,N03.219.463.030.160
Financial Management,D005376,N03.219.463
"Financial Management, Hospital",D005377,N02.278.216.500.875; N03.219.463.280; N04.452.442.452.180
Financial Support,D005378,N03.219.483
"Financing, Construction",D005379,N03.219.463.300
"Financing, Government",D005380,N03.219.521.346
"Financing, Organized",D005381,N03.219.521
"Financing, Personal",D005382,N03.219.559
Finger Injuries,D005383,C26.448.429
Finger Joint,D005384,A02.835.583.405.350
Fingers,D005385,A01.378.800.667.430
Fingersucking,D005386,F01.145.466.263
Finland,D005387,Z01.542.816.186
Fire Extinguishing Systems,D005388,N06.230.216.500
Firearms,D005389,J01.637.870.350
Fires,D005390,N06.230.216
Firesetting Behavior,D005391,F03.250.300
First Aid,D005392,E02.365.305
Fish Diseases,D005393,C22.362
Fish Flour,D005394,G07.203.300.600.875.400.400; J02.500.600.875.400.400
Fish Oils,D005395,D10.627.430
Fish Products,D005396,G07.203.300.600.875.400; J02.500.600.875.400
Fish Venoms,D005397,D20.888.370; D23.946.580.370; D23.946.833.370
Fisheries,D005398,J01.040.168.300; J03.540.280
Fishes,D005399,B01.050.150.900.493
"Fishes, Poisonous",D005400,B01.050.050.286.500; B01.050.150.900.493.392
Fissure in Ano,D005401,C06.405.469.860.101.430
Fistula,D005402,C23.300.575
"Fixation, Ocular",D005403,G14.350.253
Fixatives,D005404,D27.720.355
"D-Ala(2),MePhe(4),Met(0)-ol-enkephalin",D005405,D12.644.400.575.281.381.500; D12.776.631.650.575.281.381.500
Bis(4-Methyl-1-Homopiperazinylthiocarbonyl)disulfide,D005406,D03.383.129.308.090
Flagella,D005407,A11.284.180.290
Flagellin,D005408,D12.776.097.380
Flail Chest,D005409,C26.891.315
Flame Ionization,D005410,E05.196.181.349.390
Flame Retardants,D005411,D27.720.361
Flatfishes,D005412,B01.050.150.900.493.418
Flatfoot,D005413,C05.330.488.655.250; C05.330.495.681.250; C05.660.585.512.380.813.250; C16.131.621.585.512.500.681.250
Flatulence,D005414,C23.888.821.360
Flavins,D005415,D03.633.100.733.315; D03.633.300.507; D08.211.474; D23.767.405
Flavivirus,D005416,B04.820.578.344.350
Flavobacterium,D005417,B03.440.080.190.250; B03.440.400.425.310.250
Flavodoxin,D005418,D12.776.097.400; D12.776.331.400
Flavonoids,D005419,D03.383.663.283.266.450; D03.633.100.150.266.450
Flavoproteins,D005420,D12.776.331
Flavoring Agents,D005421,D26.650.294; D27.720.372.300.353; D27.720.744.294; G07.203.300.514.500.400; J02.500.514.500.400
Flavoxate,D005422,D03.383.663.283.266.450.260.444; D03.633.100.150.266.450.260.444
Siphonaptera,D005423,B01.050.500.131.617.720.500.500.968
Flecainide,D005424,D03.383.621.270
Flicker Fusion,D005425,E01.370.380.245; F02.463.593.932.458; G14.370
"Flight, Animal",D005426,G11.427.410.568.304; G11.427.410.698.416
Flocculation,D005427,E05.196.150.347; G02.159.347
Flocculation Tests,D005428,E01.370.225.812.735.645.300; E05.196.150.347.500; E05.200.812.735.645.300; E05.478.594.760.645.300; E05.478.605.492.300
Floors and Floorcoverings,D005430,J01.086.339.140
Florida,D005431,Z01.107.567.875.750.350
Flounder,D005432,B01.050.150.900.493.418.438
Flour,D005433,G07.203.300.484; J02.500.484
Flow Cytometry,D005434,E01.370.225.500.363.342; E01.370.225.500.386.350; E05.196.712.516.600.240.350; E05.200.500.363.342; E05.200.500.386.350; E05.242.363.342; E05.242.386.350
Floxacillin,D005436,D02.065.589.099.750.625.150.250; D02.886.108.750.625.150.250; D03.633.100.300.750.625.150.250
Flucytosine,D005437,D03.383.742.698.421.431
Fludrocortisone,D005438,D04.210.500.745.745.654.600.500
Flufenamic Acid,D005439,D02.241.223.100.050.400.200.249; D02.455.426.559.389.127.020.906.750.249
Fluid Therapy,D005440,E02.319.360
Fluids and Secretions,D005441,A12
Flumazenil,D005442,D03.633.100.079.080.070.305
Flumethasone,D005443,D04.210.500.745.432.769.465; D04.210.500.908.359
Flunarizine,D005444,D03.383.606.450
Flunitrazepam,D005445,D03.633.100.079.080.070.320
Fluocinolone Acetonide,D005446,D04.210.500.745.432.370; D04.210.500.908.394
Fluocinonide,D005447,D04.210.500.745.432.370.325; D04.210.500.908.394.300
Fluocortolone,D005448,D04.210.500.745.432.719.320; D04.210.500.908.405
Fluorenes,D005449,D02.455.426.559.847.389; D04.615.389
Fluorescamine,D005450,D02.455.426.779.345; D03.633.100.127.218; D04.711.345
Fluorescein Angiography,D005451,E01.370.370.050.350; E01.370.380.250
Fluoresceins,D005452,D02.455.426.779.347; D03.633.300.953.275; D04.711.347
Fluorescence,D005453,G01.358.500.505.650.665.500; G01.590.540.665.500
Fluorescence Polarization,D005454,E05.196.712.516.600.390
Fluorescent Antibody Technique,D005455,E01.370.225.500.607.512.240; E01.370.225.750.551.512.240; E05.200.500.607.512.240; E05.200.750.551.512.240; E05.478.583.375
Fluorescent Dyes,D005456,D27.720.233.348; D27.720.470.410.505.500
Fluoridation,D005457,E06.761.382; N06.890.235
Fluoride Poisoning,D005458,C25.723.380
Fluorides,D005459,D01.248.497.158.380; D01.303.350.300
"Fluorides, Topical",D005460,D01.303.350.300.512; D25.223.432; J01.637.051.223.432
Fluorine,D005461,D01.268.380.300
Fluorine Radioisotopes,D005462,D01.496.749.340
Fluoroacetates,D005463,D02.241.081.018.285; D02.455.526.510.286
Fluorobenzenes,D005464,D02.455.426.559.389.358; D02.455.526.510.432
Fluorocarbon Polymers,D005465,D02.455.526.510.435.500; D05.750.395; D25.720.395; J01.637.051.720.395
Fluorocarbons,D005466,D02.455.526.510.435
Floxuridine,D005467,D03.383.742.680.852.300.350; D13.570.230.430.432; D13.570.685.852.300.350
Fluorodeoxyuridylate,D005468,D03.383.742.686.850.210.200; D13.695.201.200.270; D13.695.740.850.210.200
Fluorometholone,D005469,D04.210.500.745.432.719.349; D04.210.500.908.431
Fluorometry,D005470,E05.196.712.516.600
Fluoroscopy,D005471,E01.370.350.700.225
Fluorouracil,D005472,D03.383.742.698.875.404
Fluoxetine,D005473,D02.092.831.280
Fluoxymesterone,D005474,D04.210.500.054.079.429.154.349; D04.210.500.908.466
Flupenthixol,D005475,D02.886.952.360; D03.383.606.460; D03.633.300.953.704.360
Fluphenazine,D005476,D02.886.369.326; D03.633.300.783.326
Fluprednisolone,D005477,D04.210.500.745.432.769.795.307; D04.210.500.908.502
Flurandrenolone,D005478,D04.210.500.745.745.654.473; D04.210.500.908.537
Flurazepam,D005479,D03.633.100.079.080.070.348
Flurbiprofen,D005480,D02.241.081.751.161; D02.455.426.559.389.185.350
Flurothyl,D005481,D02.355.417.515; D02.455.526.510.576
Flushing,D005483,C23.888.885.344
Fluspirilene,D005484,D02.455.426.779.350; D03.383.129.308.290; D03.383.621.280; D04.711.350
Flutamide,D005485,D02.065.199.420; D02.092.146.113.420
Flavin Mononucleotide,D005486,D03.633.100.733.315.650.500; D03.633.300.507.650.500; D08.211.474.650.500; D13.695.827.349; D23.767.405.650.500
Foam Cells,D005487,A11.329.372.368; A11.627.482.368; A11.733.397.368; A15.382.670.522.368; A15.382.680.397.368
Focal Dermal Hypoplasia,D005489,C05.116.099.370.380; C16.131.077.350.424; C16.131.831.350.424; C16.320.322.186; C16.320.850.250.424; C17.800.804.350.424; C17.800.827.250.424
Focal Infection,D005490,C01.392
"Focal Infection, Dental",D005491,C01.392.433; C07.793.348
Folic Acid,D005492,D03.633.100.733.631.400
Folic Acid Antagonists,D005493,D27.505.519.389.350
Folic Acid Deficiency,D005494,C18.654.521.500.133.699.308
Folklore,D005495,I01.076.201.450.515; K01.517.455
Follicular Atresia,D005496,G08.686.290
Follicular Cyst,D005497,C04.182.300
Follicular Phase,D005498,G08.686.605.310
Folliculitis,D005499,C17.800.329.500
Follow-Up Studies,D005500,E05.318.372.500.750.249; N05.715.360.330.500.750.350; N06.850.520.450.500.750.350
Food,D005502,G07.203.300; J02.500
Food Additives,D005503,D27.720.372.300; G07.203.300.514.500; J02.500.514.500
Food Analysis,D005504,E05.362; J01.576.423.850.100
Food Coloring Agents,D005505,D27.720.233.674; D27.720.372.300.355
Food Contamination,D005506,J01.576.423.850.730.500.249; N06.850.460.400; N06.850.601.500.249
"Food Contamination, Radioactive",D005507,J01.576.423.850.730.500.249.250; N06.850.460.400.250; N06.850.601.500.249.250; N06.850.810.125
Food Deprivation,D005508,F01.658.433
"Food Dispensers, Automatic",D005509,J01.576.423.200.350
Food Handling,D005511,J01.576.423.200
Food Hypersensitivity,D005512,C20.543.480.370
Food Inspection,D005513,J01.576.423.850.730.500.500; N06.850.601.500.500; N06.850.780.200.800.325
Food Irradiation,D005514,J01.576.423.850.700.700.500
Food Labeling,D005515,J01.576.423.850.600.400; J01.576.761.400.450
Food Microbiology,D005516,H01.158.273.540.274.332; J01.576.423.850.730.500.249.300; N06.850.425.200; N06.850.460.400.300; N06.850.601.500.249.300
Foodborne Diseases,D005517,C25.723.415
Food Preferences,D005518,F01.145.407.516; G07.203.650.353.516
Food Preservation,D005519,J01.576.423.850.700
Food Preservatives,D005520,D27.720.372.300.385; G07.203.300.514.500.700; J02.500.514.500.700
"Food Service, Hospital",D005521,J01.576.423.500.300; N02.278.216.500.968.374; N02.421.242.472; N04.452.442.452.422.374
Food Services,D005522,J01.576.423.500
Food Supply,D005523,J01.576.423.750
Food Technology,D005524,J01.576.423.850
Food-Processing Industry,D005525,J01.576.423.200.400
"Food, Formulated",D005526,G07.203.300.525.350; J02.500.525.350
"Food, Fortified",D005527,G07.203.300.515; J02.500.515
Foot,D005528,A01.378.610.250
Foot Bones,D005529,A02.835.232.043.300
Foot Deformities,D005530,C05.330
"Foot Deformities, Acquired",D005531,C05.330.488
"Foot Deformities, Congenital",D005532,C05.330.495; C05.660.585.512.380; C16.131.621.585.512.500
Foot Dermatoses,D005533,C17.800.321.125
Foot Diseases,D005534,C05.360; C17.800.321
Foot Rot,D005535,C01.150.252.400.369; C22.394
Foot-and-Mouth Disease,D005536,C01.925.782.687.484; C22.380
Aphthovirus,D005537,B04.820.578.688.005.001
Football,D005538,I03.450.642.845.300
Foramen Magnum,D005539,A02.835.232.781.572.434
Forced Expiratory Flow Rates,D005540,E01.370.386.700.660.225; G09.772.650.300
Forced Expiratory Volume,D005541,E01.370.386.700.660.230; G09.772.650.430
Forearm,D005542,A01.378.800.585
Forearm Injuries,D005543,C26.088.268
Forecasting,D005544,I01.320
"Forefoot, Human",D005545,A01.378.610.250.300
Forehead,D005546,A01.456.505.580
Foreign Bodies,D005547,C26.392
Foreign-Body Migration,D005548,C26.392.500
Foreign-Body Reaction,D005549,C23.550.470.251; C26.392.560
Foreign Medical Graduates,D005550,M01.526.407.435; M01.526.485.810.390; N02.360.810.390
Foreign Professional Personnel,D005551,M01.526.407
Forelimb,D005552,A13.395
Forensic Dentistry,D005553,H02.163.285; I01.198.780.875
Forensic Medicine,D005554,H02.403.330; I01.198.780.937
Forensic Psychiatry,D005555,F04.096.544.335; H02.403.690.208; I01.198.780.937.469; I01.880.604.583.310; N03.706.535.351
Form Perception,D005556,F02.463.593.778.435
Formaldehyde,D005557,D02.047.407
Arylformamidase,D005558,D08.811.277.087.100
Formamides,D005559,D02.065.463; D02.241.081.420.500
Formate Dehydrogenases,D005560,D08.811.682.657.180
Formates,D005561,D02.241.081.420
Formazans,D005562,D02.172.600
Formic Acid Esters,D005563,D02.241.081.420.750
Formiminoglutamic Acid,D005565,D02.241.081.337.351.300
